x,y,z
1.0153808,0.24047852,-0.088134768
1.0117188,0.27270508,-0.1328125
1.0126953,0.26000976,-0.13623047
1.0141602,0.26049804,-0.12402344
1.0078125,0.25463868,-0.12768554
1.013916,0.27270508,-0.12695312
1.010498,0.27172852,-0.13427734
1.0097656,0.26611328,-0.1262207
1.0102539,0.26708984,-0.10864258
1.0090332,0.25561524,-0.11328125
1.0117188,0.25927734,-0.14257812
1.0153808,0.27441406,-0.1262207
1.0117188,0.27539062,-0.1184082
1.0065918,0.25683594,-0.12451172
1.0136719,0.26757812,-0.13330078
1.0134277,0.27685548,-0.1328125
1.0126953,0.2553711,-0.1430664
1.0136719,0.25756836,-0.12548828
1.010498,0.2705078,-0.12158203
1.012207,0.2626953,-0.12133789
1.0117188,0.26391602,-0.11645508
1.0151367,0.26000976,-0.12011719
1.0166016,0.2607422,-0.12353516
1.0161133,0.26171876,-0.114990232
1.0061035,0.2524414,-0.09667969
1.010498,0.2614746,-0.107421868
1.0134277,0.2680664,-0.12036133
1.0124512,0.25683594,-0.13916016
1.0146484,0.25146484,-0.12011719
1.0109863,0.25732422,-0.1171875
1.0112305,0.25732422,-0.1105957
1.0107422,0.26489258,-0.11743164
1.0134277,0.25878906,-0.11816406
1.012207,0.25463868,-0.12792969
1.0153808,0.25683594,-0.12133789
1.0107422,0.2705078,-0.13208008
1.0124512,0.2680664,-0.12963867
1.0119629,0.26367188,-0.10107422
1.0095215,0.24804688,-0.11303711
1.0114746,0.26049804,-0.12670898
1.0131836,0.26220704,-0.12207031
1.012207,0.25170898,-0.12475586
1.0192871,0.25024414,-0.10571289
1.012207,0.265625,-0.12207031
1.0146484,0.26660156,-0.13696289
1.0114746,0.26513672,-0.13476562
1.0107422,0.26538086,-0.11279297
1.0126953,0.26513672,-0.12695312
1.0144043,0.25024414,-0.11645508
1.0124512,0.26342772,-0.12011719
1.0117188,0.27026368,-0.12719726
1.0131836,0.26245116,-0.12060547
1.0141602,0.24951172,-0.119384768
1.0100098,0.2614746,-0.13452148
1.0083008,0.238769532,-0.13476562
1.0087891,0.26342772,-0.119384768
1.0146484,0.25708008,-0.11328125
1.012207,0.24414062,-0.115722652
1.0144043,0.25805664,-0.110839836
1.0141602,0.2541504,-0.10913086
1.0065918,0.26904296,-0.1640625
0.97314456,0.27612304,-0.16088867
1.0270996,0.2524414,-0.10595703
1.0117188,0.25170898,-0.15063476
1.0,0.23486328,-0.17797852
0.8503418,0.2849121,-0.19335938
1.0002442,0.26489258,-0.2607422
1.0222168,0.2619629,-0.13061524
0.9975586,0.19311524,-0.171875
1.0100098,0.2355957,-0.1772461
1.0087891,0.25634766,-0.16625976
1.0070801,0.23291016,-0.1809082
1.0080566,0.22583008,-0.16235352
1.0095215,0.23657226,-0.19458008
1.0126953,0.245605468,-0.1784668
1.0109863,0.24804688,-0.16137696
1.0083008,0.25170898,-0.16699219
1.0114746,0.24731446,-0.16308594
1.0109863,0.24731446,-0.1821289
1.0146484,0.26000976,-0.1694336
1.0039062,0.24243164,-0.17700196
1.0012207,0.23388672,-0.1965332
1.0119629,0.24291992,-0.17749024
1.0058594,0.2421875,-0.1784668
1.0095215,0.238769532,-0.18725586
1.0136719,0.24975586,-0.1887207
1.0107422,0.246337884,-0.14111328
1.0092774,0.2211914,-0.17285156
1.0107422,0.24780274,-0.16918946
1.0092774,0.2512207,-0.19360352
1.0483398,0.25756836,-0.13574219
1.0153808,0.2529297,-0.14892578
1.0095215,0.238037108,-0.19384766
1.0119629,0.24072266,-0.16625976
1.0095215,0.24389648,-0.16308594
1.0100098,0.2409668,-0.18066406
1.0056152,0.22802734,-0.168212892
1.0166016,0.24780274,-0.168701168
1.0056152,0.23999024,-0.18041992
1.0107422,0.246826168,-0.17041016
1.0109863,0.245849616,-0.17016602
1.0039062,0.2470703,-0.19506836
1.0080566,0.238525392,-0.17993164
1.0041504,0.24047852,-0.168945316
1.0107422,0.24389648,-0.184082032
1.0058594,0.23364258,-0.174804684
1.0090332,0.2446289,-0.175048832
1.0080566,0.2446289,-0.18237304
1.005127,0.24804688,-0.16918946
1.0117188,0.24926758,-0.18530274
1.0100098,0.2475586,-0.17700196
1.0109863,0.237548832,-0.184326168
1.0102539,0.25268556,-0.18066406
1.0087891,0.238525392,-0.17797852
1.0136719,0.24731446,-0.183349616
1.0075684,0.2409668,-0.17993164
1.0048828,0.2397461,-0.191894532
1.0146484,0.24804688,-0.16333008
1.0073242,0.24023438,-0.17114258
1.0100098,0.24389648,-0.1784668
1.0112305,0.23706054,-0.18066406
1.0126953,0.23461914,-0.16137696
1.0046387,0.237304684,-0.18164062
1.0053711,0.2512207,-0.183349616
1.0109863,0.25073242,-0.175537108
1.0114746,0.25854492,-0.17138672
1.0068359,0.24975586,-0.183105468
1.0085449,0.24804688,-0.174804684
1.0092774,0.24145508,-0.16967774
1.0141602,0.24243164,-0.18530274
1.0146484,0.24926758,-0.17871094
1.0112305,0.245605468,-0.18237304
1.0080566,0.246337884,-0.19702148
1.0068359,0.238525392,-0.183593744
1.0073242,0.2553711,-0.1796875
1.0092774,0.25390624,-0.175292976
1.0007324,0.23242188,-0.19604492
1.0080566,0.246582032,-0.17333984
1.0109863,0.237792976,-0.16918946
1.012207,0.24926758,-0.16918946
1.0061035,0.245361332,-0.17700196
1.0063476,0.246093744,-0.176757808
1.0087891,0.230957032,-0.16503906
1.0114746,0.246093744,-0.16625976
1.0097656,0.25585938,-0.18701172
1.005127,0.239013668,-0.18652344
1.0073242,0.23583984,-0.192382816
1.0117188,0.25048828,-0.18188476
1.0070801,0.246582032,-0.191650384
1.0083008,0.24145508,-0.18969726
1.0039062,0.23535156,-0.199462892
1.0058594,0.246582032,-0.18164062
1.0100098,0.25170898,-0.17871094
1.0073242,0.246826168,-0.18945312
1.0092774,0.2434082,-0.17871094
1.0070801,0.23608398,-0.1887207
1.0087891,0.238037108,-0.168701168
1.0119629,0.23950196,-0.19482422
1.0075684,0.238769532,-0.17407226
1.0065918,0.238037108,-0.18530274
1.0112305,0.24194336,-0.183349616
1.0058594,0.24121094,-0.18725586
1.0087891,0.246826168,-0.18115234
1.0087891,0.25317384,-0.17211914
1.0061035,0.23535156,-0.18896484
1.0070801,0.25195312,-0.1887207
1.0070801,0.2541504,-0.18579102
1.0073242,0.24267578,-0.183105468
1.0063476,0.23535156,-0.17138672
1.0109863,0.2553711,-0.17797852
1.0053711,0.2446289,-0.191162116
1.0053711,0.24414062,-0.191406252
1.0117188,0.245117184,-0.16967774
1.0109863,0.2368164,-0.16625976
1.0085449,0.24121094,-0.18066406
1.0090332,0.25097656,-0.17749024
1.0080566,0.25146484,-0.17138672
1.0109863,0.2512207,-0.15893554
1.0090332,0.23413086,-0.168457032
1.0053711,0.2331543,-0.17749024
1.0087891,0.246093744,-0.190917968
1.0056152,0.23950196,-0.17700196
1.0109863,0.24194336,-0.17700196
1.0107422,0.25219728,-0.16064453
1.0124512,0.2470703,-0.168945316
1.0119629,0.2487793,-0.16723633
1.0100098,0.24291992,-0.17236328
1.0058594,0.246582032,-0.174804684
1.0024414,0.25073242,-0.18945312
1.0078125,0.2512207,-0.19726562
1.0100098,0.25976562,-0.20117188
1.0014648,0.2524414,-0.21020508
1.0092774,0.238769532,-0.19360352
1.0080566,0.2409668,-0.183105468
1.015625,0.24267578,-0.1586914
1.0134277,0.229980468,-0.14355469
1.0166016,0.21972656,-0.13549804
1.013916,0.222900384,-0.1430664
1.0112305,0.2133789,-0.14257812
1.0114746,0.231201168,-0.17382812
1.0075684,0.2290039,-0.18579102
1.0097656,0.26123048,-0.20263672
1.0083008,0.27001952,-0.1965332
1.0053711,0.25585938,-0.19018554
1.0119629,0.25732422,-0.17797852
1.0085449,0.24438476,-0.18701172
1.0129394,0.24438476,-0.18017578
1.0117188,0.234375,-0.16235352
1.0134277,0.23364258,-0.1472168
1.0092774,0.214843736,-0.15649414
1.0073242,0.230712892,-0.18969726
1.0063476,0.24169922,-0.17236328
1.0092774,0.24438476,-0.1640625
1.0097656,0.24951172,-0.16235352
1.0092774,0.25561524,-0.15942383
1.0095215,0.25732422,-0.168945316
1.012207,0.245605468,-0.15771484
1.0112305,0.2421875,-0.13842774
1.0151367,0.2409668,-0.14648438
1.0114746,0.22167969,-0.15039062
1.0097656,0.23608398,-0.18017578
1.013916,0.2355957,-0.16235352
1.0148926,0.25219728,-0.182861332
1.0109863,0.2446289,-0.199951168
1.003418,0.25341796,-0.176025392
1.0041504,0.25854492,-0.19018554
1.0061035,0.25146484,-0.16601562
1.0090332,0.2607422,-0.175048832
1.0144043,0.26416016,-0.18188476
1.0068359,0.246093744,-0.18139648
1.0112305,0.23510742,-0.1640625
1.0065918,0.24365234,-0.16552734
1.0085449,0.237792976,-0.175537108
1.0075684,0.22094726,-0.18676758
1.0114746,0.23608398,-0.17163086
1.0146484,0.24926758,-0.1640625
1.013916,0.2536621,-0.16748047
1.0131836,0.25073242,-0.167968752
1.0083008,0.23999024,-0.1694336
1.0085449,0.239013668,-0.17797852
1.0058594,0.246093744,-0.17333984
1.0024414,0.245849616,-0.17749024
1.0078125,0.25,-0.1821289
1.0131836,0.25585938,-0.18188476
1.010498,0.2475586,-0.182617184
1.0080566,0.2578125,-0.182861332
1.005127,0.25341796,-0.18139648
1.0056152,0.25463868,-0.18017578
1.0041504,0.25341796,-0.174804684
1.012207,0.2487793,-0.175537108
1.0083008,0.24780274,-0.1845703
1.0085449,0.238037108,-0.176025392
1.0058594,0.25073242,-0.18676758
1.0107422,0.2524414,-0.18164062
1.0100098,0.24316406,-0.18896484
1.0114746,0.24487304,-0.18237304
1.0129394,0.24853516,-0.17773438
1.0065918,0.245361332,-0.18774414
1.0063476,0.238281252,-0.184326168
