x,y,z
1.0285644,0.15136719,-0.16577148
1.0412598,0.24804688,-0.17407226
1.0131836,0.020751954,-0.1796875
1.0290527,0.16088867,-0.168945316
1.0317383,0.12402344,-0.176757808
1.0273438,0.13623047,-0.1965332
1.0305176,0.16918946,-0.17163086
1.0197754,0.11279297,-0.1850586
1.0292969,0.14526367,-0.15698242
1.0341797,0.15991211,-0.15893554
1.0148926,0.10961914,-0.215332032
1.0297852,0.12353516,-0.18554688
1.0187988,0.14013672,-0.21362304
1.0258789,0.103759768,-0.17138672
1.0292969,0.11450195,-0.183593744
1.0270996,0.14233398,-0.19750976
1.0239258,0.13012696,-0.18530274
1.0241699,0.10839844,-0.17773438
1.0307617,0.1394043,-0.17993164
1.0224609,0.114746092,-0.19506836
1.0229492,0.10986328,-0.20361328
1.0241699,0.115478516,-0.191406252
1.0270996,0.12792969,-0.1821289
1.0222168,0.13232422,-0.1809082
1.0263672,0.13500976,-0.18554688
1.0224609,0.11669922,-0.19799804
1.0222168,0.12475586,-0.2097168
1.0251465,0.12402344,-0.2019043
1.029541,0.15576172,-0.21948242
1.0246582,0.13745117,-0.20458984
1.0244141,0.119628904,-0.19311524
1.0270996,0.12011719,-0.18920898
1.029541,0.13330078,-0.19799804
1.0258789,0.1262207,-0.198974608
1.0205078,0.1184082,-0.19360352
1.0239258,0.13061524,-0.223144532
1.0268555,0.11328125,-0.18554688
1.0249024,0.12109375,-0.183837884
1.0270996,0.12768554,-0.19750976
1.0187988,0.13793946,-0.198242192
1.0234375,0.11669922,-0.18701172
1.0322266,0.11791992,-0.21142578
1.0234375,0.123291016,-0.18530274
1.0263672,0.12524414,-0.1899414
1.0234375,0.12841797,-0.198486332
1.0263672,0.15014648,-0.19335938
1.0285644,0.13647461,-0.214843736
1.0019531,0.018066406,-0.190673832
0.96606448,-0.4230957,-0.2932129
1.0314942,0.2800293,-0.19384766
1.0224609,0.20263672,-0.1821289
1.0168457,0.19628906,-0.1743164
1.0195312,0.22607422,-0.17041016
