thumb_x,thumb_y,thumb_z,index_x,index_y,index_z,middle_x,middle_y,middle_z,ring_x,ring_y,ring_z,pinky_x,pinky_y,pinky_z,alphabet
1.0617676,0.10986328,-0.24072266,-0.8925781,0.1665039,-0.32177734,-0.92822264,0.012207031,-0.13500976,-1.0871582,0.15136719,0.07836914,-1.0876465,0.14916992,0.080322264,A
1.0571289,0.0715332,-0.22827148,-0.8894043,0.1743164,-0.33447266,-0.92407224,0.029296875,-0.13745117,-1.0864258,0.14257812,0.063964844,-1.0881348,0.14794922,0.07128906,A
1.0551758,0.06738281,-0.223388668,-0.8876953,0.18798828,-0.352539068,-0.9343262,0.03930664,-0.13208008,-1.0871582,0.16235352,0.07397461,-1.0864258,0.16088867,0.07470703,A
1.0529785,0.07714844,-0.22607422,-0.8898926,0.17895508,-0.34692384,-0.9272461,0.034179688,-0.13696289,-1.0917969,0.15991211,0.072265624,-1.0893555,0.15649414,0.06933594,A
1.0461426,0.08666992,-0.246582032,-0.88916016,0.17285156,-0.3203125,-0.9304199,0.022460938,-0.1328125,-1.090332,0.15063476,0.072265624,-1.0871582,0.14868164,0.080078132,A
1.0681152,0.068359376,-0.22045898,-0.8835449,0.175292976,-0.34375,-0.92944332,0.027832032,-0.1430664,-1.0864258,0.15966797,0.071777348,-1.0888672,0.15844726,0.07519531,A
1.0559082,0.08666992,-0.24243164,-0.9050293,0.175048832,-0.3239746,-0.9387207,0.03149414,-0.1340332,-1.0913086,0.15844726,0.08203125,-1.0869141,0.15893554,0.080566408,A
1.0595703,0.06982422,-0.214111332,-0.88842776,0.1887207,-0.3449707,-0.9316406,0.037597656,-0.13623047,-1.0837402,0.16552734,0.07080078,-1.0856934,0.16577148,0.07055664,A
1.052002,0.09472656,-0.2331543,-0.8977051,0.17114258,-0.32617188,-0.9445801,0.026123046,-0.12963867,-1.0930176,0.15332031,0.08081055,-1.0915527,0.15722656,0.075927736,A
1.0625,0.06298828,-0.222412116,-0.8820801,0.17993164,-0.34277344,-0.9267578,0.034179688,-0.13574219,-1.0793457,0.1550293,0.08105469,-1.083252,0.15356446,0.07543945,A
1.0541992,0.06567383,-0.23266602,-0.88842776,0.16552734,-0.3408203,-0.935791,0.021728516,-0.15307617,-1.0942383,0.14355469,0.06738281,-1.0969238,0.14575196,0.07080078,A
1.052002,0.07543945,-0.2277832,-0.885498064,0.17138672,-0.342041032,-0.92822264,0.026367188,-0.14379883,-1.0893555,0.14526367,0.06298828,-1.0900879,0.1459961,0.06518555,A
1.0588379,0.052490236,-0.229980468,-0.88671876,0.1772461,-0.350585952,-0.9338379,0.036376952,-0.12573242,-1.0910644,0.15844726,0.06689453,-1.0910644,0.16113281,0.07397461,A
1.0615234,0.09887695,-0.24267578,-0.8935547,0.17211914,-0.32421876,-0.93359376,0.028320312,-0.13598633,-1.0837402,0.1574707,0.0859375,-1.088623,0.1550293,0.08251953,A
1.0625,0.07885742,-0.23242188,-0.8972168,0.17773438,-0.3388672,-0.9375,0.028320312,-0.14257812,-1.0888672,0.15209961,0.07519531,-1.0935058,0.1550293,0.07470703,A
1.0559082,0.087890624,-0.2512207,-0.89941408,0.16552734,-0.33666992,-0.94750976,0.018554688,-0.14697266,-1.1015625,0.14111328,0.06518555,-1.1020508,0.14160156,0.06933594,A
1.0556641,0.06567383,-0.2133789,-0.8779297,0.16992188,-0.33422852,-0.9172363,0.030029296,-0.12866211,-1.0771484,0.1472168,0.07519531,-1.0786133,0.14746094,0.07324219,A
1.0688476,0.07006836,-0.2265625,-0.8935547,0.17773438,-0.34375,-0.9316406,0.032226564,-0.15209961,-1.0927734,0.15625,0.063964844,-1.092041,0.15771484,0.06665039,A
1.0588379,0.068603512,-0.230224616,-0.8835449,0.17114258,-0.336914036,-0.92529292,0.025146484,-0.12988281,-1.0849609,0.1484375,0.06616211,-1.0852051,0.14868164,0.06738281,A
1.0593262,0.064941408,-0.23486328,-0.8833008,0.17382812,-0.34277344,-0.9301758,0.026367188,-0.13793946,-1.0859375,0.14819336,0.0715332,-1.079834,0.15234375,0.072021484,A
1.0622558,0.08886719,-0.230224616,-0.8925781,0.16503906,-0.3317871,-0.9248047,0.013427734,-0.14331054,-1.0844726,0.13623047,0.05883789,-1.0891113,0.13305664,0.059326172,A
1.0532226,0.051513672,-0.2241211,-0.890625,0.18530274,-0.352539068,-0.9379883,0.035888672,-0.13476562,-1.0839844,0.15698242,0.067871096,-1.0847168,0.15405274,0.072021484,A
1.0605469,0.079833984,-0.23461914,-0.89331052,0.17456054,-0.33398438,-0.938964864,0.025878906,-0.12475586,-1.0917969,0.15893554,0.07128906,-1.0910644,0.15673828,0.072509768,A
1.0517578,0.08520508,-0.2277832,-0.878417968,0.17993164,-0.33911132,-0.9255371,0.02758789,-0.13623047,-1.081543,0.15649414,0.06738281,-1.0864258,0.15893554,0.06567383,A
1.0583496,0.0766601536,-0.222900384,-0.88427736,0.182861332,-0.33447266,-0.921875,0.038085936,-0.140625,-1.0839844,0.1574707,0.06958008,-1.0788574,0.15258789,0.07397461,A
1.0541992,0.06713867,-0.231201168,-0.88305668,0.16772461,-0.337402336,-0.92529292,0.012207031,-0.14501953,-1.0842285,0.1430664,0.06640625,-1.0854492,0.14013672,0.06518555,A
1.0603027,0.06591797,-0.23217774,-0.8869629,0.168945316,-0.33935548,-0.92944332,0.027832032,-0.14672852,-1.0859375,0.14550781,0.07324219,-1.0878906,0.14428711,0.072265624,A
1.0507812,0.068847656,-0.22827148,-0.8901367,0.176513668,-0.33496094,-0.9272461,0.033935548,-0.13378906,-1.088623,0.15820312,0.07470703,-1.0939942,0.15527344,0.075683592,A
1.0661621,0.09814453,-0.23217774,-0.904785136,0.1809082,-0.32421876,-0.936035136,0.023925782,-0.13110352,-1.0922852,0.15551758,0.072753908,-1.0939942,0.15136719,0.0766601536,A
1.0629883,0.060791016,-0.20898438,-0.8754883,0.18554688,-0.34985352,-0.9189453,0.035888672,-0.13867188,-1.0842285,0.1616211,0.072021484,-1.0793457,0.16455078,0.07470703,A
1.0585938,0.08691406,-0.2548828,-0.8991699,0.15917969,-0.33129884,-0.934082064,0.029541016,-0.13305664,-1.0952148,0.14990234,0.072021484,-1.0932617,0.15161133,0.07788086,A
1.0561524,0.07080078,-0.23168946,-0.8779297,0.1706543,-0.34033204,-0.920898464,0.022216796,-0.13745117,-1.0830078,0.14624024,0.068359376,-1.083252,0.14697266,0.068115232,A
1.0600586,0.08227539,-0.23266602,-0.89208984,0.16748047,-0.33935548,-0.9279785,0.02319336,-0.14892578,-1.0952148,0.14746094,0.06567383,-1.0942383,0.14819336,0.05908203,A
1.0524902,0.055908204,-0.22680664,-0.88720708,0.175781252,-0.34692384,-0.92333984,0.025634766,-0.1459961,-1.0837402,0.14819336,0.06640625,-1.0761719,0.15209961,0.067871096,A
1.0654297,0.06762695,-0.21020508,-0.890625,0.18066406,-0.36132812,-0.9277344,0.036376952,-0.15966797,-1.0859375,0.15332031,0.06225586,-1.0874024,0.15405274,0.064208984,A
1.0539551,0.09033203,-0.229980468,-0.8959961,0.171875,-0.33935548,-0.9382324,0.022460938,-0.14233398,-1.0900879,0.14770508,0.06762695,-1.0842285,0.14575196,0.06518555,A
1.0625,0.05908203,-0.22753906,-0.8930664,0.18139648,-0.351074216,-0.93237304,0.037109376,-0.1418457,-1.095459,0.15039062,0.068847656,-1.0939942,0.14916992,0.07128906,A
1.0527344,0.07861328,-0.234375,-0.89208984,0.17333984,-0.34155272,-0.9411621,0.030761718,-0.1459961,-1.0993652,0.16186524,0.071777348,-1.098877,0.15673828,0.07006836,A
1.0710449,0.08642578,-0.20581054,-0.890625,0.17797852,-0.3413086,-0.92333984,0.032470704,-0.1472168,-1.074707,0.15283203,0.072509768,-1.079834,0.15332031,0.072509768,A
1.057373,0.068115232,-0.2319336,-0.88427736,0.168945316,-0.3293457,-0.92529292,0.016845704,-0.13989258,-1.0895996,0.14013672,0.0766601536,-1.0935058,0.14355469,0.07714844,A
1.060791,0.08544922,-0.2541504,-0.9050293,0.1586914,-0.33813476,-0.93359376,0.015380859,-0.13330078,-1.0910644,0.13793946,0.08227539,-1.0891113,0.14038086,0.07763672,A
1.0488281,0.060302736,-0.222167968,-0.8857422,0.17089844,-0.353027336,-0.9187012,0.026855468,-0.15356446,-1.0864258,0.14428711,0.0625,-1.0876465,0.14575196,0.061035156,A
1.0488281,0.06665039,-0.222412116,-0.8864746,0.18041992,-0.34155272,-0.9255371,0.028808594,-0.12963867,-1.0864258,0.15893554,0.07128906,-1.0895996,0.1574707,0.07788086,A
1.0620117,0.09082031,-0.238281252,-0.89501952,0.17919922,-0.32714844,-0.93725584,0.034423828,-0.13696289,-1.0952148,0.16064453,0.08251953,-1.0947266,0.15893554,0.087890624,A
1.0571289,0.09838867,-0.24267578,-0.8989258,0.16674804,-0.31860352,-0.9321289,0.015380859,-0.122558592,-1.0922852,0.15454102,0.09033203,-1.0854492,0.14941406,0.0925293,A
1.0517578,0.072753908,-0.23535156,-0.8808594,0.1694336,-0.33569336,-0.9169922,0.017822266,-0.13623047,-1.0791016,0.14819336,0.07739258,-1.0822754,0.14379883,0.072509768,A
1.0541992,0.07373047,-0.238281252,-0.8942871,0.16625976,-0.34472656,-0.9370117,0.020019532,-0.14868164,-1.0927734,0.13696289,0.06762695,-1.09375,0.13867188,0.06518555,A
1.0476074,0.049804688,-0.230224616,-0.8869629,0.176757808,-0.3544922,-0.9284668,0.03515625,-0.14428711,-1.0891113,0.15625,0.06567383,-1.0908203,0.15649414,0.064208984,A
1.0529785,0.07373047,-0.23388672,-0.8857422,0.15820312,-0.33520508,-0.921875,0.0214843736,-0.15039062,-1.0822754,0.140625,0.07397461,-1.0827637,0.14160156,0.06518555,A
1.0578613,0.09399414,-0.245849616,-0.89624024,0.1628418,-0.3322754,-0.92529292,0.018066406,-0.13305664,-1.0913086,0.14111328,0.072753908,-1.0900879,0.13720703,0.07788086,A
1.0539551,0.06323242,-0.22924804,-0.8881836,0.17993164,-0.3408203,-0.9362793,0.037353516,-0.13476562,-1.0952148,0.15942383,0.083496092,-1.0893555,0.1586914,0.08325195,A
1.0498047,0.11450195,-0.23413086,-0.891601536,0.17333984,-0.32885742,-0.9213867,0.018066406,-0.13476562,-1.0869141,0.15283203,0.0703125,-1.0908203,0.15234375,0.06713867,A
1.0561524,0.064697268,-0.2199707,-0.8808594,0.18554688,-0.3486328,-0.9338379,0.03491211,-0.1328125,-1.090332,0.16064453,0.07373047,-1.088623,0.16601562,0.080566408,A
1.0629883,0.10864258,-0.237548832,-0.8964844,0.175048832,-0.3330078,-0.9345703,0.019042968,-0.13696289,-1.0957031,0.15405274,0.07470703,-1.092041,0.15625,0.07348633,A
1.0527344,0.08642578,-0.238525392,-0.88427736,0.17871094,-0.3317871,-0.93066408,0.030761718,-0.13647461,-1.0808106,0.15893554,0.080078132,-1.0842285,0.15698242,0.083740232,A
1.0488281,0.06591797,-0.23632812,-0.891601536,0.18237304,-0.33618164,-0.9350586,0.036865236,-0.13232422,-1.0898438,0.16040039,0.07543945,-1.0852051,0.16113281,0.07714844,A
1.060791,0.091552732,-0.23364258,-0.892334,0.1743164,-0.336914036,-0.93774416,0.024658204,-0.13110352,-1.0883789,0.15405274,0.07861328,-1.0895996,0.15161133,0.075927736,A
1.0603027,0.051757812,-0.21289062,-0.8803711,0.183349616,-0.352050784,-0.920898464,0.037353516,-0.1496582,-1.0844726,0.16015625,0.063964844,-1.0825195,0.15966797,0.061035156,A
1.0595703,0.088378904,-0.22753906,-0.8952637,0.175048832,-0.337890632,-0.9309082,0.02734375,-0.14282226,-1.095459,0.15478516,0.07104492,-1.0944824,0.15429688,0.07519531,A
1.0559082,0.08520508,-0.245117184,-0.8977051,0.17211914,-0.3347168,-0.9362793,0.0214843736,-0.12524414,-1.0917969,0.14819336,0.07104492,-1.0866699,0.15063476,0.071777348,A
1.0512695,0.07055664,-0.231445316,-0.8894043,0.17016602,-0.3359375,-0.92626952,0.023925782,-0.1459961,-1.0898438,0.14526367,0.07763672,-1.0866699,0.14453125,0.078125,A
1.0532226,0.0766601536,-0.23657226,-0.89331052,0.17236328,-0.33544922,-0.93530268,0.022216796,-0.12402344,-1.0930176,0.15356446,0.076416016,-1.092041,0.15600586,0.075683592,A
1.0529785,0.08203125,-0.25317384,-0.88916016,0.15966797,-0.3322754,-0.9301758,0.020751954,-0.14428711,-1.0859375,0.1394043,0.06347656,-1.0874024,0.13842774,0.06591797,A
1.0539551,0.056640624,-0.22021484,-0.8840332,0.176513668,-0.35229492,-0.93359376,0.033203124,-0.14526367,-1.0905762,0.14794922,0.064453124,-1.0861816,0.14794922,0.06982422,A
1.0517578,0.06274414,-0.23242188,-0.8796387,0.16699219,-0.34716796,-0.9172363,0.032958984,-0.14770508,-1.0900879,0.14428711,0.06738281,-1.0822754,0.14282226,0.06274414,A
1.0539551,0.052490236,-0.231201168,-0.88671876,0.16625976,-0.35229492,-0.92944332,0.015625,-0.15600586,-1.0935058,0.14013672,0.06713867,-1.0957031,0.1394043,0.064697268,A
1.0554199,0.06640625,-0.22875976,-0.8847656,0.17114258,-0.3408203,-0.9248047,0.034179688,-0.14916992,-1.0895996,0.15039062,0.064453124,-1.0917969,0.15258789,0.06323242,A
1.0578613,0.07788086,-0.238037108,-0.89282224,0.168457032,-0.33764648,-0.9289551,0.022216796,-0.14086914,-1.0878906,0.14550781,0.06567383,-1.0837402,0.14941406,0.072265624,A
1.0595703,0.07763672,-0.23242188,-0.8947754,0.168212892,-0.34057616,-0.9328613,0.020263672,-0.14111328,-1.0893555,0.14990234,0.072753908,-1.0869141,0.1484375,0.07788086,A
1.0627442,0.061035156,-0.21875,-0.88012696,0.182617184,-0.343994136,-0.923584,0.038085936,-0.13891602,-1.083252,0.15966797,0.07397461,-1.0881348,0.15454102,0.07543945,A
1.0556641,0.07739258,-0.23217774,-0.885498064,0.176757808,-0.3395996,-0.9355469,0.036621092,-0.1430664,-1.0900879,0.15820312,0.06225586,-1.0871582,0.16137696,0.07348633,A
1.0568848,0.0769043,-0.2368164,-0.8808594,0.168212892,-0.34179688,-0.92333984,0.01928711,-0.14282226,-1.0856934,0.14453125,0.060058592,-1.0852051,0.14013672,0.06274414,A
1.0507812,0.06958008,-0.246337884,-0.88305668,0.15844726,-0.343505868,-0.922851568,0.025634766,-0.16210938,-1.0893555,0.13769531,0.07006836,-1.0839844,0.13891602,0.06738281,A
1.0529785,0.059814452,-0.237792976,-0.8811035,0.17407226,-0.3540039,-0.931884736,0.033203124,-0.14550781,-1.0908203,0.15039062,0.06616211,-1.0908203,0.15014648,0.06640625,A
1.064209,0.060546876,-0.222900384,-0.8925781,0.1796875,-0.353515616,-0.93969732,0.0383300768,-0.15185547,-1.1020508,0.1550293,0.0625,-1.1027832,0.15332031,0.06616211,A
1.0600586,0.09643555,-0.24243164,-0.8967285,0.15771484,-0.32739258,-0.9333496,0.015380859,-0.16015625,-1.0898438,0.14160156,0.06274414,-1.0917969,0.1394043,0.06298828,A
1.0600586,0.0715332,-0.229980468,-0.88500976,0.17236328,-0.34375,-0.9177246,0.020996094,-0.1328125,-1.0810547,0.14550781,0.076171868,-1.0822754,0.14550781,0.072753908,A
1.0610352,0.07055664,-0.22094726,-0.8823242,0.176269532,-0.34277344,-0.9309082,0.026611328,-0.14038086,-1.0895996,0.15454102,0.06933594,-1.0878906,0.15478516,0.075927736,A
1.0505371,0.083496092,-0.2421875,-0.8925781,0.167968752,-0.3359375,-0.9223633,0.018798828,-0.12939453,-1.0871582,0.13989258,0.06933594,-1.0893555,0.14208984,0.07348633,A
1.0544434,0.0766601536,-0.229980468,-0.88427736,0.17382812,-0.34277344,-0.921875,0.03125,-0.1508789,-1.0913086,0.14404297,0.06567383,-1.088623,0.14135742,0.061035156,A
1.0585938,0.060302736,-0.21044922,-0.8798828,0.18017578,-0.35375976,-0.9272461,0.033203124,-0.15356446,-1.0849609,0.15161133,0.056884764,-1.0854492,0.15722656,0.053222656,A
1.0585938,0.064453124,-0.22924804,-0.8774414,0.17333984,-0.345458968,-0.9230957,0.037109376,-0.14746094,-1.0876465,0.14550781,0.06640625,-1.0847168,0.15014648,0.061279296,A
1.0566406,0.07421875,-0.22558594,-0.8857422,0.174804684,-0.34521484,-0.9260254,0.034423828,-0.15576172,-1.0922852,0.15112304,0.064697268,-1.097168,0.15234375,0.07373047,A
1.0571289,0.0871582,-0.22851562,-0.889648464,0.17749024,-0.3400879,-0.9321289,0.026123046,-0.13842774,-1.0874024,0.14697266,0.072265624,-1.0898438,0.15136719,0.07324219,A
1.0654297,0.075683592,-0.21777344,-0.88916016,0.1845703,-0.34814452,-0.9328613,0.037109376,-0.13623047,-1.0939942,0.15332031,0.07080078,-1.0922852,0.15771484,0.06665039,A
1.0522461,0.09033203,-0.2355957,-0.89282224,0.16918946,-0.336914036,-0.9326172,0.030029296,-0.1352539,-1.088623,0.15161133,0.07348633,-1.0859375,0.1508789,0.06591797,A
1.0664062,0.072265624,-0.2199707,-0.880615232,0.17993164,-0.3408203,-0.92456056,0.0253906252,-0.14355469,-1.0734863,0.15307617,0.06567383,-1.0783692,0.14916992,0.060302736,A
1.0615234,0.07080078,-0.22143554,-0.888916,0.16625976,-0.33007812,-0.92700195,0.01953125,-0.13476562,-1.0888672,0.1459961,0.06518555,-1.0930176,0.14404297,0.064941408,A
1.0527344,0.064697268,-0.21777344,-0.8840332,0.16918946,-0.33911132,-0.9260254,0.024658204,-0.14648438,-1.0842285,0.15014648,0.07470703,-1.0825195,0.14990234,0.07788086,A
1.0524902,0.072753908,-0.239013668,-0.88500976,0.17456054,-0.33447266,-0.9226074,0.028564454,-0.14038086,-1.0871582,0.14794922,0.071777348,-1.0827637,0.15576172,0.080078132,A
1.059082,0.080566408,-0.21655274,-0.8869629,0.1850586,-0.33984376,-0.92529292,0.03173828,-0.13769531,-1.0895996,0.16113281,0.06689453,-1.0876465,0.15454102,0.06542969,A
1.0534668,0.0637207,-0.24267578,-0.90625,0.184082032,-0.32910156,-0.9387207,0.033447264,-0.13720703,-1.0888672,0.16674804,0.0847168,-1.0871582,0.16235352,0.079833984,A
1.0539551,0.08129883,-0.22875976,-0.8845215,0.17749024,-0.32592772,-0.9211426,0.027832032,-0.1418457,-1.0822754,0.1508789,0.076171868,-1.0869141,0.14990234,0.07299805,A
1.0585938,0.08569336,-0.2331543,-0.8955078,0.176025392,-0.31713868,-0.9345703,0.03125,-0.12207031,-1.0961914,0.1628418,0.09082031,-1.0910644,0.16040039,0.09033203,A
1.064209,0.1003418,-0.24267578,-0.8989258,0.17236328,-0.3137207,-0.9350586,0.030029296,-0.13085938,-1.0864258,0.15600586,0.084472652,-1.0842285,0.1574707,0.08251953,A
1.0671387,0.06323242,-0.2121582,-0.89282224,0.18554688,-0.34057616,-0.93066408,0.045410156,-0.13720703,-1.088623,0.168701168,0.0795898436,-1.0817871,0.168212892,0.08544922,A
1.0517578,0.10229492,-0.23510742,-0.8942871,0.176025392,-0.31713868,-0.92871096,0.030029296,-0.13623047,-1.0849609,0.1550293,0.08569336,-1.0881348,0.15576172,0.08276367,A
1.0588379,0.09033203,-0.222412116,-0.889648464,0.18237304,-0.32885742,-0.9211426,0.029541016,-0.14257812,-1.0783692,0.1574707,0.06982422,-1.0793457,0.15991211,0.076171868,A
1.0532226,0.103515624,-0.239013668,-0.8947754,0.17919922,-0.32763672,-0.9399414,0.03149414,-0.13598633,-1.0986328,0.1640625,0.07519531,-1.1000976,0.15991211,0.08129883,A
1.0581055,0.064453124,-0.22558594,-0.880615232,0.18798828,-0.33398438,-0.9160156,0.029296875,-0.12915039,-1.0810547,0.16381836,0.06933594,-1.0803223,0.16259766,0.072021484,A
1.0476074,0.107177736,-0.24926758,-0.8977051,0.168457032,-0.31274414,-0.9370117,0.024658204,-0.119628904,-1.092041,0.14990234,0.08691406,-1.0891113,0.15063476,0.08959961,A
1.0617676,0.095703128,-0.22583008,-0.8918457,0.1821289,-0.32348632,-0.9230957,0.03857422,-0.119140624,-1.0822754,0.1665039,0.08618164,-1.0852051,0.16723633,0.083984376,A
1.0559082,0.10107422,-0.23461914,-0.8991699,0.18945312,-0.31860352,-0.9326172,0.037353516,-0.13208008,-1.0900879,0.16699219,0.08227539,-1.0871582,0.16455078,0.083984376,A
1.0544434,0.11035156,-0.22167969,-0.89208984,0.18896484,-0.31347656,-0.9362793,0.043945312,-0.11254883,-1.0866699,0.16357422,0.08227539,-1.088623,0.1665039,0.079833984,A
1.0588379,0.09301758,-0.21972656,-0.8894043,0.1904297,-0.32617188,-0.9230957,0.045898436,-0.13378906,-1.0825195,0.16137696,0.0769043,-1.0869141,0.16357422,0.078125,A
1.0527344,0.076171868,-0.25219728,-0.89282224,0.16967774,-0.32006836,-0.9243164,0.026611328,-0.13256836,-1.0849609,0.15258789,0.07739258,-1.0847168,0.1484375,0.08276367,A
1.0522461,0.0690918,-0.23657226,-0.8852539,0.182861332,-0.3317871,-0.92822264,0.030517578,-0.12353516,-1.0866699,0.15917969,0.072265624,-1.0905762,0.15698242,0.0769043,A
1.0617676,0.09008789,-0.23510742,-0.91064456,0.18066406,-0.3251953,-0.9453125,0.041259764,-0.13476562,-1.0969238,0.16235352,0.07763672,-1.0983887,0.16210938,0.080322264,A
1.0595703,0.10205078,-0.22631836,-0.8942871,0.17895508,-0.3190918,-0.9255371,0.025634766,-0.12963867,-1.090332,0.15649414,0.08691406,-1.0861816,0.1574707,0.0847168,A
1.0556641,0.0871582,-0.23486328,-0.89990232,0.1809082,-0.32421876,-0.9350586,0.033691408,-0.1274414,-1.0910644,0.15942383,0.08666992,-1.0827637,0.16137696,0.083984376,A
1.0576172,0.10571289,-0.238769532,-0.90356448,0.183349616,-0.3232422,-0.936035136,0.029541016,-0.11279297,-1.0944824,0.16064453,0.08105469,-1.0925293,0.16064453,0.08691406,A
1.0617676,0.0617675768,-0.22705078,-0.8894043,0.18554688,-0.34179688,-0.93481448,0.041259764,-0.15307617,-1.0915527,0.15991211,0.075683592,-1.0927734,0.15893554,0.068603512,A
1.0615234,0.08569336,-0.23266602,-0.8901367,0.17260742,-0.32861328,-0.9387207,0.025634766,-0.13378906,-1.079834,0.1472168,0.064208984,-1.0856934,0.14746094,0.068847656,A
1.0581055,0.07055664,-0.2265625,-0.8811035,0.17358398,-0.34057616,-0.920166,0.03149414,-0.14941406,-1.083252,0.14892578,0.0715332,-1.0837402,0.14916992,0.067871096,A
1.0554199,0.095947268,-0.24365234,-0.894531264,0.16503906,-0.31884766,-0.92822264,0.013671875,-0.14575196,-1.0905762,0.14233398,0.07470703,-1.0883789,0.13867188,0.07397461,A
1.0649414,0.07836914,-0.22167969,-0.89282224,0.1845703,-0.336425784,-0.93237304,0.038085936,-0.13500976,-1.0888672,0.15429688,0.07080078,-1.0869141,0.15917969,0.0769043,A
1.0541992,0.08520508,-0.2319336,-0.8833008,0.17993164,-0.33447266,-0.925781264,0.032714844,-0.13598633,-1.0822754,0.15429688,0.0637207,-1.0837402,0.15478516,0.079833984,A
1.0541992,0.07128906,-0.239257808,-0.888916,0.175781252,-0.3232422,-0.93725584,0.03149414,-0.13745117,-1.0913086,0.15478516,0.07470703,-1.0925293,0.15283203,0.0766601536,A
1.0578613,0.0847168,-0.230712892,-0.8911133,0.17822266,-0.32861328,-0.9250488,0.025634766,-0.12646484,-1.0810547,0.14941406,0.076416016,-1.0825195,0.15209961,0.072021484,A
1.060791,0.05834961,-0.21728516,-0.8911133,0.183349616,-0.3400879,-0.9333496,0.03881836,-0.14550781,-1.088623,0.15405274,0.07348633,-1.0888672,0.15625,0.07397461,A
1.0515137,0.08081055,-0.2421875,-0.890625,0.18115234,-0.32592772,-0.9277344,0.029541016,-0.1381836,-1.0905762,0.15844726,0.07910156,-1.0927734,0.1550293,0.078125,A
1.0615234,0.072265624,-0.23168946,-0.8967285,0.1821289,-0.34179688,-0.9355469,0.0390625,-0.1538086,-1.0910644,0.1538086,0.06933594,-1.0917969,0.15576172,0.06762695,A
1.0507812,0.07397461,-0.23168946,-0.87597656,0.16552734,-0.33129884,-0.9111328,0.01171875,-0.15185547,-1.0795898,0.140625,0.061035156,-1.0803223,0.14086914,0.06689453,A
1.0644531,0.0859375,-0.234375,-0.8791504,0.15942383,-0.3190918,-0.917968736,0.016357422,-0.14697266,-1.0761719,0.13378906,0.064697268,-1.0837402,0.13232422,0.06298828,A
1.0551758,0.09301758,-0.24072266,-0.8942871,0.1772461,-0.31958008,-0.9362793,0.026123046,-0.1184082,-1.0876465,0.15234375,0.08129883,-1.0861816,0.14746094,0.084228516,A
1.0480957,0.079833984,-0.231201168,-0.8925781,0.192382816,-0.3347168,-0.9367676,0.044677736,-0.11669922,-1.0927734,0.16210938,0.07714844,-1.0961914,0.16210938,0.072509768,A
1.0610352,0.0922851568,-0.2265625,-0.888916,0.17797852,-0.32910156,-0.9248047,0.030761718,-0.13061524,-1.0874024,0.15234375,0.0766601536,-1.0837402,0.15332031,0.08154297,A
1.0500488,0.06982422,-0.24243164,-0.9001465,0.167968752,-0.343017568,-0.9333496,0.024658204,-0.14916992,-1.0942383,0.14404297,0.072509768,-1.0922852,0.14379883,0.072265624,A
1.0490723,0.06640625,-0.2277832,-0.88500976,0.17260742,-0.345458968,-0.9248047,0.033691408,-0.13623047,-1.0837402,0.15112304,0.06347656,-1.0810547,0.15527344,0.064697268,A
1.0581055,0.0871582,-0.22436524,-0.88305668,0.174804684,-0.3371582,-0.9169922,0.025146484,-0.14428711,-1.0761719,0.15014648,0.060302736,-1.0864258,0.14672852,0.064941408,A
1.0588379,0.068847656,-0.230712892,-0.891601536,0.176269532,-0.34423828,-0.92822264,0.03466797,-0.14404297,-1.0925293,0.14794922,0.071777348,-1.0910644,0.15576172,0.071777348,A
1.0583496,0.09033203,-0.237792976,-0.89697268,0.1784668,-0.32226562,-0.93481448,0.032226564,-0.13964844,-1.0944824,0.15283203,0.075927736,-1.0883789,0.15136719,0.076171868,A
1.0527344,0.07910156,-0.230468752,-0.885498064,0.183105468,-0.3371582,-0.93066408,0.04321289,-0.14697266,-1.0895996,0.1574707,0.06542969,-1.090332,0.1538086,0.06958008,A
1.0532226,0.06518555,-0.24023438,-0.8820801,0.17016602,-0.34472656,-0.9250488,0.03491211,-0.15478516,-1.0883789,0.14257812,0.0690918,-1.0844726,0.14477539,0.072509768,A
1.0639648,0.059814452,-0.23461914,-0.8769531,0.15942383,-0.33911132,-0.9133301,0.02319336,-0.14794922,-1.0791016,0.1303711,0.052978516,-1.0749512,0.13378906,0.052978516,A
1.0371094,0.076171868,-0.2602539,-0.89819336,0.1652832,-0.33251952,-0.936035136,0.021240234,-0.1652832,-1.0939942,0.12915039,0.06323242,-1.0891113,0.1328125,0.060791016,A
1.0541992,0.04248047,-0.206054684,-0.87524416,0.191162116,-0.34838868,-0.92041016,0.0539550768,-0.14575196,-1.0769043,0.16455078,0.07080078,-1.0788574,0.16552734,0.072265624,A
1.0617676,0.11621094,-0.26220704,-0.9008789,0.16259766,-0.3076172,-0.93115232,0.0063476564,-0.13989258,-1.095459,0.13793946,0.08129883,-1.0974121,0.14257812,0.0793457,A
1.0507812,0.07788086,-0.229980468,-0.89038088,0.17285156,-0.33764648,-0.92456056,0.020751954,-0.13452148,-1.0817871,0.14501953,0.08081055,-1.0837402,0.14575196,0.07348633,A
1.0583496,0.08642578,-0.23657226,-0.8952637,0.17919922,-0.3322754,-0.93115232,0.032714844,-0.14038086,-1.0878906,0.15258789,0.0769043,-1.0930176,0.15429688,0.0847168,A
1.0681152,0.0690918,-0.22973633,-0.8947754,0.1809082,-0.33618164,-0.93066408,0.036376952,-0.13012696,-1.0913086,0.15722656,0.078125,-1.0932617,0.15722656,0.078125,A
