thumb_x,thumb_y,thumb_z,index_x,index_y,index_z,middle_x,middle_y,middle_z,ring_x,ring_y,ring_z,pinky_x,pinky_y,pinky_z,alphabet
1.0563965,0.091552732,-0.21728516,-0.892334,0.17944336,-0.31396484,-0.9250488,0.037597656,-0.11621094,-1.0783692,0.15991211,0.083984376,-1.079834,0.16259766,0.079833984,A
1.0510254,0.07788086,-0.22827148,-0.88916016,0.18066406,-0.32495116,-0.9289551,0.03930664,-0.12231445,-1.0800781,0.16259766,0.07495117,-1.0803223,0.15820312,0.072753908,A
1.0539551,0.09277344,-0.23461914,-0.89331052,0.18066406,-0.31518556,-0.92749024,0.036865236,-0.1237793,-1.0786133,0.16357422,0.07470703,-1.083252,0.15454102,0.076171868,A
1.0541992,0.08691406,-0.238525392,-0.8898926,0.18725586,-0.32080078,-0.9211426,0.037353516,-0.11743164,-1.0795898,0.16430664,0.079833984,-1.0844726,0.16259766,0.088378904,A
1.0588379,0.10449219,-0.2368164,-0.904785136,0.17407226,-0.3010254,-0.9277344,0.030761718,-0.11645508,-1.0771484,0.16210938,0.084472652,-1.0830078,0.16210938,0.09082031,A
1.0556641,0.09399414,-0.23168946,-0.8977051,0.191650384,-0.31103516,-0.9265137,0.03930664,-0.10229492,-1.083252,0.17333984,0.080566408,-1.0830078,0.17041016,0.08203125,A
1.0605469,0.10498047,-0.229492184,-0.900634736,0.19604492,-0.31518556,-0.9291992,0.05126953,-0.114746092,-1.0847168,0.176513668,0.08544922,-1.0839844,0.17358398,0.08129883,A
1.0561524,0.08276367,-0.2290039,-0.89746092,0.18579102,-0.31933594,-0.9370117,0.040771484,-0.12011719,-1.0866699,0.17382812,0.08496094,-1.0856934,0.1694336,0.084472652,A
1.0588379,0.109375,-0.2524414,-0.907714832,0.176025392,-0.30322266,-0.9326172,0.030761718,-0.106933592,-1.0881348,0.16040039,0.08886719,-1.0944824,0.15820312,0.09277344,A
1.0505371,0.07470703,-0.23632812,-0.8874512,0.17944336,-0.3232422,-0.9304199,0.040283204,-0.12036133,-1.0791016,0.16601562,0.07348633,-1.0788574,0.16577148,0.078125,A
1.0517578,0.10498047,-0.24145508,-0.898681664,0.18115234,-0.3076172,-0.9313965,0.04296875,-0.11279297,-1.0878906,0.16503906,0.080566408,-1.0827637,0.16137696,0.079833984,A
1.0625,0.076416016,-0.2133789,-0.895751936,0.198974608,-0.32861328,-0.9272461,0.051513672,-0.12060547,-1.0859375,0.17456054,0.07543945,-1.0866699,0.17700196,0.07470703,A
1.0583496,0.0949707,-0.2319336,-0.9016113,0.18115234,-0.3125,-0.93310544,0.037109376,-0.119140624,-1.088623,0.16259766,0.0793457,-1.0888672,0.16308594,0.076171868,A
1.0566406,0.111816408,-0.24267578,-0.8991699,0.1743164,-0.30078124,-0.9382324,0.032226564,-0.114746092,-1.0859375,0.15600586,0.0859375,-1.0830078,0.15185547,0.08666992,A
1.0517578,0.083740232,-0.245849616,-0.895751936,0.1796875,-0.32617188,-0.9284668,0.036376952,-0.111328132,-1.0849609,0.16210938,0.080566408,-1.0905762,0.15917969,0.08325195,A
1.057373,0.08520508,-0.2241211,-0.89208984,0.18066406,-0.3125,-0.9279785,0.03881836,-0.12719726,-1.0847168,0.15942383,0.071777348,-1.0837402,0.15722656,0.0703125,A
1.0563965,0.07495117,-0.22143554,-0.8840332,0.1809082,-0.31958008,-0.9265137,0.0383300768,-0.12988281,-1.0812988,0.15527344,0.0703125,-1.0808106,0.1586914,0.0690918,A
1.0541992,0.080078132,-0.23706054,-0.8967285,0.17871094,-0.3166504,-0.931884736,0.03540039,-0.11425781,-1.0893555,0.15673828,0.07446289,-1.0898438,0.16064453,0.08276367,A
1.048584,0.09667969,-0.24414062,-0.898681664,0.17382812,-0.30908204,-0.9333496,0.032226564,-0.11230469,-1.0917969,0.15820312,0.0793457,-1.0910644,0.1586914,0.07836914,A
1.0522461,0.0859375,-0.23535156,-0.8935547,0.18139648,-0.31640624,-0.9309082,0.03930664,-0.114990232,-1.0881348,0.15893554,0.08227539,-1.0915527,0.16064453,0.078125,A
1.0568848,0.1015625,-0.2319336,-0.889648464,0.18237304,-0.31469728,-0.9223633,0.03125,-0.10986328,-1.0778808,0.16235352,0.0793457,-1.0788574,0.15991211,0.07373047,A
1.057373,0.095458984,-0.2421875,-0.90112308,0.184082032,-0.31689452,-0.9313965,0.033203124,-0.12182617,-1.0861816,0.1616211,0.080566408,-1.0861816,0.15844726,0.083740232,A
1.0563965,0.10083008,-0.23950196,-0.89404296,0.18774414,-0.30786132,-0.93847656,0.04248047,-0.10473633,-1.0900879,0.16577148,0.084472652,-1.0888672,0.16723633,0.0847168,A
1.0576172,0.09863281,-0.22631836,-0.89746092,0.18798828,-0.31298828,-0.93066408,0.040527344,-0.10205078,-1.088623,0.17382812,0.080078132,-1.0847168,0.17260742,0.08300781,A
1.0544434,0.09375,-0.239257808,-0.89208984,0.18530274,-0.30932616,-0.92529292,0.041015624,-0.11206055,-1.0861816,0.1640625,0.079833984,-1.0891113,0.1652832,0.08154297,A
1.0532226,0.095458984,-0.24926758,-0.895751936,0.17211914,-0.31079102,-0.9296875,0.031982422,-0.1184082,-1.0893555,0.15283203,0.0766601536,-1.088623,0.15722656,0.08129883,A
1.0427246,0.0766601536,-0.239013668,-0.88793944,0.17944336,-0.31225586,-0.92626952,0.0383300768,-0.12084961,-1.0839844,0.16259766,0.087646488,-1.0795898,0.16333008,0.083984376,A
1.0578613,0.095947268,-0.239257808,-0.895751936,0.18041992,-0.31445312,-0.9333496,0.040039064,-0.11450195,-1.0898438,0.167968752,0.075683592,-1.0932617,0.1694336,0.0859375,A
1.057373,0.095947268,-0.24487304,-0.9038086,0.18896484,-0.30664062,-0.9367676,0.038085936,-0.1184082,-1.0898438,0.17016602,0.08496094,-1.0913086,0.16503906,0.0847168,A
1.0617676,0.09790039,-0.23486328,-0.9025879,0.1862793,-0.31323242,-0.9343262,0.036621092,-0.1159668,-1.0859375,0.16772461,0.083984376,-1.0837402,0.16503906,0.084472652,A
1.0556641,0.100097656,-0.25390624,-0.8996582,0.17382812,-0.30810548,-0.93310544,0.026611328,-0.11035156,-1.0910644,0.15576172,0.08276367,-1.0856934,0.15258789,0.078125,A
1.0541992,0.09472656,-0.23413086,-0.8996582,0.175048832,-0.30932616,-0.9343262,0.029296875,-0.11450195,-1.0922852,0.16308594,0.08544922,-1.0859375,0.16088867,0.0925293,A
1.0546875,0.0871582,-0.24072266,-0.8955078,0.17797852,-0.31445312,-0.9289551,0.04272461,-0.11987305,-1.0849609,0.1616211,0.08862305,-1.0847168,0.16357422,0.08642578,A
1.0585938,0.091308592,-0.24243164,-0.8876953,0.184326168,-0.31103516,-0.92529292,0.040039064,-0.1184082,-1.081543,0.16357422,0.07885742,-1.0830078,0.16235352,0.07495117,A
1.0598144,0.09326172,-0.23291016,-0.8972168,0.17993164,-0.32373048,-0.92749024,0.037109376,-0.1171875,-1.0905762,0.15722656,0.06982422,-1.0942383,0.1586914,0.06933594,A
1.0527344,0.072753908,-0.23486328,-0.8913574,0.17993164,-0.32421876,-0.92749024,0.040039064,-0.11254883,-1.0837402,0.16088867,0.08862305,-1.0820312,0.15966797,0.08081055,A
1.052002,0.09863281,-0.25634766,-0.8984375,0.17822266,-0.3112793,-0.9328613,0.02734375,-0.114746092,-1.090332,0.15307617,0.076416016,-1.0852051,0.15966797,0.08886719,A
1.0585938,0.09033203,-0.223388668,-0.8964844,0.18945312,-0.32128906,-0.9289551,0.048095704,-0.111816408,-1.0888672,0.168212892,0.072753908,-1.0874024,0.17260742,0.07446289,A
1.0588379,0.08544922,-0.21826172,-0.8925781,0.199218752,-0.32348632,-0.9382324,0.061523436,-0.123291016,-1.0874024,0.17700196,0.078125,-1.0883789,0.174804684,0.07446289,A
1.0546875,0.119384768,-0.24194336,-0.904785136,0.17895508,-0.30517578,-0.9277344,0.030273438,-0.10864258,-1.0900879,0.16040039,0.08129883,-1.0844726,0.15722656,0.080078132,A
1.0561524,0.08203125,-0.22875976,-0.8925781,0.1850586,-0.31054688,-0.9250488,0.040771484,-0.10229492,-1.0844726,0.16699219,0.08300781,-1.0812988,0.16748047,0.08325195,A
1.0571289,0.099853512,-0.23461914,-0.894531264,0.18115234,-0.3166504,-0.9326172,0.036621092,-0.10839844,-1.090332,0.16503906,0.07836914,-1.0878906,0.16357422,0.08129883,A
1.0651856,0.0847168,-0.22070312,-0.8925781,0.18676758,-0.3215332,-0.92333984,0.03881836,-0.12573242,-1.0812988,0.15942383,0.07080078,-1.0830078,0.16113281,0.072753908,A
1.0458984,0.083496092,-0.24047852,-0.89208984,0.176757808,-0.32080078,-0.92944332,0.030517578,-0.1184082,-1.0837402,0.16040039,0.07519531,-1.0822754,0.15795898,0.072509768,A
1.0695801,0.095703128,-0.23583984,-0.89941408,0.176025392,-0.3149414,-0.93530268,0.037597656,-0.11328125,-1.0913086,0.1508789,0.075927736,-1.092041,0.15649414,0.07421875,A
1.0620117,0.088134768,-0.234375,-0.8947754,0.18139648,-0.31469728,-0.92749024,0.036621092,-0.110839836,-1.0839844,0.16479492,0.08618164,-1.0849609,0.16137696,0.08154297,A
1.0629883,0.10253906,-0.23339844,-0.9020996,0.18188476,-0.31176758,-0.9375,0.03540039,-0.11425781,-1.0883789,0.16210938,0.08935547,-1.0864258,0.16015625,0.08325195,A
1.0527344,0.0952148432,-0.24194336,-0.898681664,0.175292976,-0.3125,-0.9343262,0.02368164,-0.11376953,-1.0883789,0.15771484,0.07910156,-1.088623,0.15478516,0.084472652,A
1.0568848,0.091552732,-0.23950196,-0.8911133,0.18041992,-0.31152344,-0.9304199,0.032226564,-0.12719726,-1.0876465,0.15527344,0.072021484,-1.0888672,0.1550293,0.07861328,A
